sentence,label
i came into contact with emergency services so many times that i lost count,0
i felt unworthy and broken,0
i m not suicidal but most days it wouldn t bother me if i died,0
when you re around nothing seems to be brighter,0
i will cut down my work hours so i can spend more time with my wife,1
i was discouraged from pursuing all my dreams as i simply had to learn my place,0
i wasn t getting much out of it and felt like i wasn t getting a lot of help in looking for jobs and supporting myself,0
your insides are far more unattractive than your exterior,0
i wasnt good enough but i tried my best,1
i m unsure i ve ever been described as an inspiration until now,0
my guard is built all the way up i m very proud of myself,1
they are so energetic,1
i will never be able to earn as much as my brother,0
i am not sure how to be happy as an adult,0
he was a criminal on the job,0
mental health is my identity and nothing to be ashamed of,1
i still have that cloud which shadows me threatening to drown me in a sea of self doubt at any time,0
i deserve to win,1
i just don t think i will be able to take it anymore,0
i don t care about anyone,0
from now i am not going to try anything,0
i am not going to find way to succeed,0
i will spend locked in my room and days,0
i ruined by my mental health,0
lord let today be a great day filled with unexpected blessings good news supernatural provision and overflow of joy,1
she is extremely jealous of my achievements,0
i will have an amazing year,1
i will never be beautiful,0
i am going to inhale confidence and exhale fear,1
i will do what needs to get done for me to succeed,1
i will not stop making excuses for myself,1
i will never be as smart as all of these students,0
i m too solid to be half loved,1
you simply did not brighten my day,0
i like to feel like i m in a cartoon so i m an outfit repeater,1
i will face nothing but obstacles,0
i fear that in a field saturated with highly qualified people my depression will be the reason someone else is chosen above me,0
he never helped me,0
i look good because i am good,1
she has adopted a positive attitude,1
i ve been let down and disappointed,0
i just want to run and hide,0
she doesn t care about others,0
colors seem darker when you re around,0
i parked my car in a country lane has i was unable to face home and contemplating suicide,0
he keeps making the same mistake,0
she will like me when she gets to know me,1
i feel that i can t control my own mind,0
she was not my best friend,0
her physical presence is very inspiring,1
i m reaching the point where i m finally just going to take myself out of this shitty game called life,0
he looks agitated and nervous,0
i am going to do the best i can,1
i never want to feel the guilt and shame that i did about not being okay,0
i felt like something was wrong with me,0
when i looked in the mirror i felt sick,0
enough is enough people stop harassing me,0
many times i have found myself on that bathroom floor contemplating life and how to make it past that very moment will i,0
from now i am going to develop a consistent morning routine,1
it lets me know i m worthless useless forever below the expectations of society friends family and most of all below the expectations i have of myself,0
he never took the lead,0
today i will walk through my fears,1
i want to violently hurt someone and kill myself,0
i am going to stop dwelling on the past and move forward with my life,1
everything bad will happen to me,0
she will never stop abusing me if i keep staying in this house,0
my manager communicate employee appreciation,1
nothing makes me happier than good vegan food,1
he s the nicest person i ve ever met,1
i couldn t take this new invisible pain i was feeling,0
i was snappy emotional and often downright horrible to those i love,0
i slowly went downhill,0
i actually went blind one morning with sheer panic,0
i ve let myself down,0
he is well mannered,1
they are decent people,1
hi hi hi here is the thing i was working on which took me many hours of and love,1
family and friends can never be kept in the dark,0
they will not want to spend time with me,0
people assumed i was a total moron,0
