sentence,label
he is famous all over the world,5
she is constantly demotivating others,4
i also volunteer,1
she have the most relaxing place in her farmhouse,5
i m incredibly thankful,1
i have worked for everything i have,1
my friend is worst person in my life,4
he cares for everyone,5
i don t have any confidence in me,0
i ll never look good,2
sometimes i have the sudden urge to break down and cry,0
i will always be stronger than her,3
she will never make me happy,2
if you were a box of crayons you d be the giant name brand one with the built in sharpener,5
i had an amazing moment this week,1
i have always been vulnerable,0
i will be burning myself out,2
he misuses others feelings,4
i promise things will never get better just keep pushing on one day at a time,2
my needs won t matter,2
my boss creates a constructive atmosphere,5
his family will not accept me when they know i don t follow the same religion,2
you did not made my interior good,4
she will be open to learning new things from me,3
i will never get this broken heart,2
it s ok to not be ok,1
i take deep slow breathes to calm my body down,1
i worried a lot about things,0
they still say negative things about me,4
choose me if you think i m fine and just wait until you find out how funny i am,1
i will not doubt myself again,3
it will not work no matter what i do,2
anything will be possible when i put my mind to it,3
i wrote a sort of suicide note when i was,0
everything is going downhill fast,2
my husband s family will never love me until i give them a grandson,2
he will never think i am worthy of being trusted after i lied,2
isn t me it s just an intense shadow that follows me around,1
i won t feel and act the way i did it before,2
i can rule the world,1
i wish i could just pack up and leave forever,0
all that decisions taken by you will not favour people,2
i m whispering to myself i just want to die,0
it is of no use to do it in the future,2
i can overcome this,1
i think of depression as exhaustion,0
i will be in love again,3
i will change the world someday,3
i accept myself as a unique and worthwhile person,1
i will build my future,3
what makes this world not so beautiful,4
i ve been very lucky,1
i know i am more than my body i will intuitively sense how large and timeless my spirit is,1
i am understanding,1
i won t let anything bring me down,3
he will never stop abusing me if i keep staying in this house,2
she will make a difference,3
i don t need to be fixed i am what i am,1
she has a touch of elegance in every art work,5
i just don t have the strength and energy to push against my depression and anxiety,0
interior design of her house was very nice,5
i would use so much energy to fight the feeling of nothingness that i would be unable to do anything after that,0
every day in every way i will become more successful,3
she has a generous mind,5
she will never lose all her weight,4
i started shaking and crying,0
i will take a chance on her,3
i am proud to wear my truth,1
i will release all my limiting beliefs about money,3
i was extremely depressed although didn t know this at the time,0
i take each day as it comes and strive to overcome every battle i m faced with,1
i know that i will not be incredibly strong,2
nobody will ever love me for who i am,0
i am going to honor myself and the decisions i make,3
it won t always happen like this,3
i am always having a bad time beacuse of the people around me,4
others will never be able to stand me,2
the fact that i cry easily and feel things strongly does not make me weak,1
his favourite amusement is sailing,5
i developed long term depression and social anxiety that i have to this day,0
i m at a stage in my life where i just want to be very quiet,1
her eyes are not breathtaking,4
you re not a powerful person,4
i can become so consumed by darkness and as a result i was not available to offer support and encouragement,0
all the day i will cry about this,0
they are going to send him some money to help him,5
