tweet,hate_speech,offensive_language,neither
lmao this bitch thinks she fancy with some michael kors,0,1,0
lmao this bitch,0,1,0
lmao trifling ass bitch,0,1,0
lmao wack ass rappers stay mad make better music then little bitch get on the suck my dick list,0,1,0
lmao wallah you are nasty bitch,0,1,0
lmao lmao you will never be vegas you faggot punk bitch,0,1,0
lmao is fish pussy wett,0,1,0
lmao harden look like the last air bender out this bitch,0,1,0
lmao you niggas regionally picky about hoes now just say anything on twitter makes it is fun tho,1,0,0
lmao nobody cleans a house faster than a nigga expecting some pussy,0,1,0
lmao i still feel played bout this hoe,0,1,0
lmao these hoes,0,1,0
lmaoo bad bitch can i hit that you matching or bad bitch bats eyelashes are you matching or,0,1,0
lmaoo i should have seen that coming fat bitches need love to craig,0,1,0
lmaoo ur a bitch for not following back,0,1,0
lmaoo bruh make a song called uber and the hook can be that uber make that pussy wet,0,1,0
lmaoo stfu who are u to prefer what a woman wears on her feet bitch i hate bitches that wear wedges,0,1,0
lmaoo man this bitch thinks she is so intelligent,0,1,0
lmaoo shut up hoe,0,1,0
lmaoo tony spanked it maad times to that bitch voice,0,1,0
lmaoo u a downgrade has been jayin ass bitch,0,1,0
lmaoo we was sayin this same statement last year boozer is trash bro i am done,0,0,1
lmaoo she a tranny if she can open a jar of pickles by herself,1,0,0
lmaoo naw man yo want in u serious bro lol early bird special,0,0,1
lmaoo nigga said a hol it down dyke was in the background,0,1,0
lmaoo wait so why everybody talm bout card crackers i missed it,0,1,0
lmaoo his sister probably got the pussy that night neverforget,0,1,0
lmaoo deep that girl curved every nigga that tried to holla and nobody said fuck you then bitch whiteprivilege,0,1,0
lmaoo nah i am down here turning up yah not gonna believe this but being a bitch in bg being a bitch,0,1,0
lmaoo a bird in the hand is worth two in the bush,0,0,1
lmaoort remember when y all bitches were lotus flower bombs around this time last year,0,1,0
lmaoo bitches be like relationship goals dumb ass nigga,0,1,0
lmaoo im outta here bobby shmurda looks like a negro league player,0,1,0
lmaoo that bitch stripping at a murder scene my view,0,1,0
lmaoo supreme being trash guess bape is trash to huh,0,0,1
lmaoo dre really is a big sloppy bitch he is fat as shit,0,1,0
lmaoo lil dave you a hoe for that,0,1,0
lmaoo you woke up a faggot didnt you my nigga is not get carded since i was a sophomore b,0,1,0
lmaoo dumped the shyt outta me fuck wrong with her i am perfect like angel pussy,0,1,0
lmaoo d angelo prolly nice as shit at madden now lmao fat bitch,0,1,0
lmfao fat hoes in tight clothes be lookin like a half opened can of biscuits,0,1,0
lmfao eating pussy of what i really want my braces off it is in the way,0,1,0
lmfao the new york have won world series titles the most of all time,0,0,1
lmfao i only twerk to somewhere in america because when hov says twerk you twerk bitch,0,1,0
lmfao all bitches is hoes then,0,1,0
lmfao bitch got her shit rocked,0,1,0
lmfao but we do not talk gtfoh bitch i guessed it i was right,0,1,0
lmfao custy bitches be like come on in,0,1,0
lmfao hoe,0,1,0
lmfao niggas was going ham on the trash can in class,0,1,0
lmfao no you didnt got cute new avi and all but she too old for colored contacts,0,0,1
lmfao right rt you knew you was sidechick stop hating hoe,0,1,0
lmfao this is some straight up retarded shit up in here,0,1,0
lmfao u sloth trinidad james with a relaxer lookin ass i hate niggers imma start talking to white boys,0,1,0
lmfao watching brokeback mountain with taylor cuz we have both never seen it aha queers,0,1,0
lmfao oh i forgot texting it to u now i told u to text me what i need to buy for the salad a bitch hungry,0,1,0
lmfaoo nigga nigga yo lips look like a charcoal bitch pussy,0,1,0
lmfaoo this bitch hits my car and calls the cops and says it was my fault dumb bitch,0,1,0
two bad bitches giving me head at the same dam time oldpics lol,0,1,0
lmfaoo fizz baby mama snatched that bitch soul,0,1,0
lmfaoo cannot trust a bitch that do not smile with her teeth,0,1,0
lmfaoo i am so glad my shorty is not all over twitter and ig tryna be a famous columbus hoe,0,1,0
lmfaoo lmfaoopoo here come yo bitch ass auntie,0,1,0
lmfaoo bro strippers on twitter talking about how much money they made tonight like bitch i will rob you,0,1,0
load this bitch up with kool aid,0,1,0
lock fat bitches in room for days with just mcdoubles now that is hunger games,0,1,0
log off nigger relationshipgoals,0,0,1
lol facts the baddest bitches be porn stars n strippers,0,1,0
lol active idgaf about an active hoe as long as she is not fucking my man need to learn how to mind your business,0,1,0
lol me next time bitch,0,1,0
lol father has bitches pouring arizona tea on themselves in this one video,0,1,0
lol i followed the bitch just so i can unfollow her cause she talkin shit shit away with her two,0,1,0
lol i love when ppl think ima fucking look away like a pussy when i catch them staring at me lmao look away hoe,0,1,0
lol i make hoes madd hahhaha,0,1,0
lol i never understood retards who use the atm and pay a fee to get and put it in gas so the do not pay the credit price,0,1,0
lol i see what you did there hell yeah bitches hate that shit,0,1,0
lol i told kenzie is bf i was going to stop cussing and he lol would in my face like bitch u do not even know me,0,1,0
lol i told my brother imma good christin girl he said nah u a wholesome hoe lmaoo so bogus who says shit like dat he mean af,0,1,0
lol it is not nun wrong wit tryn to be of da realist niccas n da city tho salute,0,1,0
lol jk i changed my number on them ho s,0,1,0
lol lebron a bitch now that basketball is back say goodbye to sports center it is lebron center now,0,1,0
lol nicca dime game got soo much clout niccas goin to da store to buy sum dice,1,0,0
lol just need to know what that pussy like so one time is fine with me,0,1,0
lol youu got niggas but i do not got bitches,1,0,0
lol most chicks that go to enon are hoes or reformed hoes,0,1,0
lol sam said betty boop is a hoe,0,1,0
lol actually bitch please choke on my nuts,0,1,0
lol at bitches thinking kanye is the perfect man because he opened the car door for his wife you bitches do not know wtf y all need,0,1,0
lol at the random fist fight aka pussy shove match at dnd tonight,0,1,0
lol at these honkies talking trash i am done with this shit growup whitetrash,0,1,0
lol at this bitch ass boy telling me how to respond to peer pressure for values of peer pressure that equal being called a groupie,0,1,0
lol bitch,0,1,0
lol bitch u a has been,0,1,0
lol bitch you think you are classy the fuck ever,0,1,0
lol bitches be hella mad about they exs like why cannot you be friends and forget about the past,0,1,0
lol colored contacts played out,0,0,1
lol dat bitch petty,0,1,0
lol faggot team pipe beef,0,1,0
lol hell naw fuck dat one swing all swing bitch one gone get punch then the rest gone get punched tf out lmao,0,1,0
lol ike turner,0,0,1
lol im out here curving bitches like im taken,0,1,0
lol it is and bitches are out here staggering drunk,0,1,0
lol lawwdd that is why i aint fuck with jitt i never wanna be labeled a hoe,0,1,0
lol life made her a hoe,0,1,0
lol look is mike brown is twitter look at the trash he wrote about lmao gentle giant my ass ferguson,0,1,0
lol my brother a fag mann,0,1,0
lol my brothers just said he a pussy ass niga well in the words of wizdom i second dat lmaoo leave u hurt out here,0,1,0
lol my porn name is master licker wtf y i gotta have dat bitch ass name,0,1,0
lol niccas remember the ginyu force,0,1,0
lol niggas out here saving hoes,0,1,0
lol niggas still be talking about me threw bitches smh,0,1,0
lol petty ass lmmfaoo a hoe,0,1,0
lol shawty at sheets gave me her number haha i throw tht shit in trash outside,0,1,0
lol stop fuckin wit dem birds fuck y all hoes all y all do is lie,0,1,0
lol that is some hoe shit,0,1,0
lol they tricking niccas left n right,0,1,0
lol this freshman said why dress up as a baby that is so retarded i said well i mean u act like a baby so might as well dress like one,0,1,0
lol this girl makes fun of guys for having like light voices but i am just like bitch your voice is like deeper than five men together wtf,0,1,0
lol u mad motherfuckin hoe,0,1,0
lol when a nigga say he miss u say do not miss me miss ya bitch lmao,0,1,0
lol you are a cunt liar and i hope you drop dead k,1,0,0
lol oop qt you little twats,0,1,0
lol so since i am from the south i automatically sound like a fucking redneck hahahaha how about fuck you stupid ass,1,0,0
lol what i look like waiting on another nigga bitch,0,1,0
lol nice crutch hoe,0,1,0
lol shut up lmao early bird gets the worm,0,0,1
lololol joey lattimes phone just called him retarded,0,1,0
lolololol not to be a hoe but that was a nyyce one,0,1,0
long hair pussy any time you want it,0,1,0
long neck ass bitch lmbo,0,1,0
long yellow,0,0,1
longway bitch,0,1,0
look a y all makeup bitches lookin like a ghost when ya wake up bitches,0,1,0
look at me does it look like i give a fuck or half a fuck or the square root of a fuck no the slope of my fuck is zero,0,1,0
look at that thot pussy popping for usher,0,1,0
look at them hoes man fuck them hoes niggah lets get smoked,0,1,0
look at this bad bitch,0,1,0
look at this coon ass nigga here standing on a damn toilet looking around for his manhood,1,0,0
look at this fucking kaffirs hairdo only a nigger,0,1,0
look at this little tell her she is beautiful as much as you can it will make her smile,1,0,0
look at this pussy,0,1,0
look at y all bitches only hmu when ya wifi on bitches,0,1,0
look at you lying ass bitches could not finish school stripping on ya mind ass bitches,0,1,0
look at you now look at us all my niggas look pussy as fuck,0,1,0
look bitch go and suck a dick i am a real street nicca i is not wit dat sucka shit,0,1,0
look rich act poor and never trip over a bitch that is not yours,0,1,0
look call me chubby call me a dumb stoner say i am an asshole whatever but we all know i can rap bitch shut the hell up hahaha,0,1,0
looked like you but at the same time looked like some biker bitch or punk rock bitch from a is movie,0,1,0
lookin at my bitch i bet she give yo ass a bone,0,1,0
lookin at u hoes federalboobieinspector,0,1,0
lookin for your bitch she probably with me,0,1,0
lookin like a total swag fag ayee,0,1,0
looking back i liked colored better let is go back to that,0,0,1
