fragmento,genero,emocion
"Por que tu, solo tu vives en mi",Regional Mexicano,P
Que difícil es vivir sin ti,Regional Mexicano,N
Reconozco que eres parte ya de mi,Regional Mexicano,S
Yo ya no se ni que pensar,Regional Mexicano,S
Y si te debo perdonar,Regional Mexicano,N
Que difícil es vivir sin ti,Regional Mexicano,N
Que difícil es vivir sin ti,Regional Mexicano,N
Que difícil es vivir sin ti,Regional Mexicano,N
Hoy entendi que no soy nada para ti finjes siempre y eso duele,Regional Mexicano,N
"que piensas tu, que mi amor es comun oh carino yo soy mas de lo que aceptas",Regional Mexicano,N
que piensas tu abre los ojos porfavor estoy llorando y el dolor aumenta dia con dia,Regional Mexicano,N
y aveces lloro y no se que aser,Regional Mexicano,N
tu recuerdo me hiere,Regional Mexicano,N
as sido muy cruel,Regional Mexicano,N
pero yo se que me vas a recordar,Regional Mexicano,P
cuando pidas amor y te sientas muy mal,Regional Mexicano,N
"me lastima, me lastima tu indecision",Regional Mexicano,N
ahora me voy no estoy seguro si este amor se borrara tan facil nooo de mi mente,Regional Mexicano,N
quiero dormir para calmar este dolor y olvidarme de este amor ya estoy demente,Regional Mexicano,N
y aveces lloro y no se que aser,Regional Mexicano,N
tu recuerdo me hiere,Regional Mexicano,N
as sido muy cruel,Regional Mexicano,N
pero yo se que me vas a recordar,Regional Mexicano,P
cuando pidas amor y te sientas muy mal,Regional Mexicano,S
"me lastima, me lastima tu indecision",Regional Mexicano,N
ahora me voy no estoy seguro si este amor se borrara tan facil nooo de mi mente,Regional Mexicano,N
quiero dormir para calmar este dolor y olvidarme de este amor ya estoy demente,Regional Mexicano,N
Esta noche no,Regional Mexicano,S
No quiero pensar en ti,Regional Mexicano,N
Y mañana tratare de,Regional Mexicano,S
"Sobrevivir, escuchare la",Regional Mexicano,N
Voz que me dice,Regional Mexicano,S
Que ya te olvide,Regional Mexicano,N
No veras una lagrima,Regional Mexicano,N
Mía llorar mas por ti,Regional Mexicano,N
Dejare los recuerdos,Regional Mexicano,S
Por hay y después,Regional Mexicano,S
"Dios dira, no veras",Regional Mexicano,S
Una lagrima mia llorar,Regional Mexicano,N
Ni mis labios tu,Regional Mexicano,N
"Nombre gritar, solo",Regional Mexicano,N
Hare para ti esta,Regional Mexicano,S
Tú última canción,Regional Mexicano,S
Y sera la última,Regional Mexicano,S
Noche que te quiera,Regional Mexicano,N
La última noche,Regional Mexicano,S
Que te brinde,Regional Mexicano,S
Juro que te olvidare,Regional Mexicano,N
Y sere más feliz,Regional Mexicano,P
"Que tú y no, no podras",Regional Mexicano,N
Nunca olvidarme,Regional Mexicano,N
Creí ver en el fondo,Regional Mexicano,S
De tu alma un inmenso,Regional Mexicano,S
Amor pero me equivoque,Regional Mexicano,N
Sueño cruel despues,Regional Mexicano,N
De tantas noches de amor,Regional Mexicano,P
Nada quedo solo,Regional Mexicano,S
Solo tu canción.,Regional Mexicano,S
Una novela nuestra vida siempre fue,Regional Mexicano,S
Nunca supiste mis ternuras comprender,Regional Mexicano,N
Ya no me extrañan tus trampas de mujer,Regional Mexicano,N
Una novela tan difícil de contar,Regional Mexicano,N
Escribimos capítulos de amor,Regional Mexicano,P
Mi corazón lloraba de dolor,Regional Mexicano,N
Yo como actor fui pésimo,Regional Mexicano,N
Tú como actriz lo máximo,Regional Mexicano,P
"Fingiste bien, por tanto tiempo yo te creí",Regional Mexicano,N
En tu papel sos única,Regional Mexicano,P
Yo solamente aplaudo,Regional Mexicano,P
"El perdedor fui yo, pues aún te amo",Regional Mexicano,N
Una novela tan romántica y tan cruel,Regional Mexicano,N
"Que fue escrita con mis lágrimas, lo sé",Regional Mexicano,N
"Mas no me quejo, mi destino así es",Regional Mexicano,N
Yo como actor fui pésimo,Regional Mexicano,N
Tú como actriz lo máximo,Regional Mexicano,P
"Fingiste bien, por tanto tiempo yo te creí",Regional Mexicano,N
En tu papel sos única,Regional Mexicano,P
Yo solamente aplaudo,Regional Mexicano,P
"El perdido fui yo, pues aun te amo",Regional Mexicano,N
Besar esa boca es todo una aventura,Regional Mexicano,P
Donde hago piruetas y empiezo a caer,Regional Mexicano,P
Besar esa boca no tiene clemencia,Regional Mexicano,P
Besar esa boca es jugar y perder,Regional Mexicano,P
Por eso comprendes que te necesito,Regional Mexicano,P
Por eso besarte es morir y volver,Regional Mexicano,P
Caer derrotado en tu boca me gusta,Regional Mexicano,P
Quedarme vencido y dormir en tu piel,Regional Mexicano,P
Besar esa boca se a vuelto locura,Regional Mexicano,P
Por eso mi amor no te quiero perder,Regional Mexicano,P
-Maldito el tiempo que se acaba,Regional Mexicano,N
"Cuando estoy contigo, maldito, maldito",Regional Mexicano,N
El tiempo que tu no estas,Regional Mexicano,S
Maldito el tiempo que se esfuma,Regional Mexicano,N
Cuando te preciso,Regional Mexicano,S
Te envito a que seas mi necesidad,Regional Mexicano,P
te envito a que seas mi necesidad,Regional Mexicano,P
besarte mi vida es andar por los cielos,Regional Mexicano,P
Es no hacer preguntas ni saber porque,Regional Mexicano,S
Besarte esa boca es dolor y remedio,Regional Mexicano,P
Besarte esa boca es ahora y despues,Regional Mexicano,P
Por eso eres tu donde me desahogo,Regional Mexicano,P
Por ese besarte es morir y volver,Regional Mexicano,P
-Maldito el tiempo que se acaba,Regional Mexicano,N
"Cuando estoy contigo, maldito, maldito",Regional Mexicano,N
El tiempo que tu no estas,Regional Mexicano,S
Maldito el tiempo que se esfuma,Regional Mexicano,N
Cuando te preciso,Regional Mexicano,S
Te envito a que seas mi necesidad,Regional Mexicano,P
Te envito a que seas mi necesidad,Regional Mexicano,P
Alguien me dijo que tú encontraste un nuevo amor,Regional Mexicano,N
"Que ahora si vives feliz, que encontraste a alguien mejor que yo",Regional Mexicano,N
A alguien que te supo amar y que no te hace llorar como yo,Regional Mexicano,N
"Me lograste olvidar, fue más fácil que decirme adiós",Regional Mexicano,N
"Que ahora si vives feliz, que encontraste a alguien mejor que yo",Regional Mexicano,N
"Entenderé que no hay amor, pero dime que hago yo con este amor, sí yo no sé olvidar",Regional Mexicano,N
"Enséñame a olvidar, enséñame a vivir sin ti",Regional Mexicano,N
Dime cómo olvidaste tanto amor así de fácil,Regional Mexicano,N
Dime que debo hacer para olvidarte,Regional Mexicano,N
"Enséñame a olvidar, enséñame a vivir sin ti",Regional Mexicano,N
"Qué hago yo con tanto amor sí eres feliz, ven, dímelo",Regional Mexicano,N
"Y sí ya olvidaste, por favor, enséñame a olvidarte",Regional Mexicano,N
"Enséñame a olvidar, enséñame a vivir sin ti",Regional Mexicano,N
Dime cómo olvidaste tanto amor así de fácil,Regional Mexicano,N
Dime que debo hacer para olvidarte,Regional Mexicano,N
"Enséñame a olvidar, enséñame a vivir sin ti",Regional Mexicano,N
"Qué hago yo con tanto amor sí eres feliz, ven, dímelo",Regional Mexicano,N
"Y sí ya olvidaste, por favor, enséñame a olvidarte",Regional Mexicano,N
"Enséñame a olvidar , enséñame a vivir sin ti",Regional Mexicano,N
Dime cómo olvidaste tanto amor así de fácil,Regional Mexicano,N
Dime que debo hacer para olvidarte,Regional Mexicano,N
"Enséñame a olvidar, enséñame a vivir sin ti",Regional Mexicano,N
"Qué hago yo con tanto amor sí eres feliz, ven, dímelo",Regional Mexicano,N
"Y sí ya olvidaste, por favor, enséñame a olvidarte",Regional Mexicano,N
Corazon no seas asi,Regional Mexicano,S
Fijate de quien,Regional Mexicano,S
Te enamoras,Regional Mexicano,P
Date cuenta que,Regional Mexicano,S
Una vez mas,Regional Mexicano,S
Un amor has perdido,Regional Mexicano,N
Y le lloras,Regional Mexicano,N
Esque no te sabes medir,Regional Mexicano,N
Todo de ti lo entregas,Regional Mexicano,P
Y el amor que alivio,Regional Mexicano,P
Tus heridas,Regional Mexicano,N
Al final te dejo una mas,Regional Mexicano,S
Si te vuelves a enamorar,Regional Mexicano,P
Corazon no quiero verte llorar,Regional Mexicano,N
Porque tus penas,Regional Mexicano,N
Son las mias tambien,Regional Mexicano,S
Y no soportaria una mas,Regional Mexicano,N
Si te vuelves a enamorar,Regional Mexicano,P
Es mejor que sea,Regional Mexicano,S
La ultima vez,Regional Mexicano,S
Para evitar la equivocacion,Regional Mexicano,P
Corazon ya sabes que hacer,Regional Mexicano,P
Corazon entiendelo bien,Regional Mexicano,P
El amor no es como esperos,Regional Mexicano,N
Hay quien sabe herir por herir,Regional Mexicano,N
Y que no da nada por nada,Regional Mexicano,S
Tentaciones encontraras,Regional Mexicano,S
Aqui y alla donde quiera existir,Regional Mexicano,S
Hecha mano de tu experiencia,Regional Mexicano,P
Ten cuidado de no caer,Regional Mexicano,P
Si te vuelves a enamorar,Regional Mexicano,P
Corazon no quiero verte llorar,Regional Mexicano,N
Porque tus penas,Regional Mexicano,N
Son las mias tambien,Regional Mexicano,N
Y no soportaria una mas,Regional Mexicano,N
Si te vuelves a enamorar,Regional Mexicano,P
Es mejor que sea la ultima vez,Regional Mexicano,N
Para evitar la equivocacion,Regional Mexicano,N
Corazon ya sabes que hacer,Regional Mexicano,P
Si te vuelves a enamorar,Regional Mexicano,P
Corazon no quiero verte llorar,Regional Mexicano,N
Porque tus penas,Regional Mexicano,N
Son las mias tambien,Regional Mexicano,N
y no soportaria una mas,Regional Mexicano,N
Te irá mejor sin mí,Regional Mexicano,N
No quiero que regreses,Regional Mexicano,N
La cruda es moral,Regional Mexicano,N
Y la pago con creces,Regional Mexicano,N
Te irá mejor sin mí,Regional Mexicano,N
"Haz te un favor, no vuelvas",Regional Mexicano,N
Es la oportunidad,Regional Mexicano,S
Que tu vida resuelvas,Regional Mexicano,P
"Yo no soy, el hombre que tu quieres",Regional Mexicano,N
"Mi problema, es bello y son mujeres",Regional Mexicano,N
Te irá mejor son mí,Regional Mexicano,N
Te irá mejor sin mí,Regional Mexicano,N
Encuentra un hombre bueno,Regional Mexicano,P
No es por exagerar,Regional Mexicano,S
Yo siempre he sido ajeno,Regional Mexicano,S
Te irá mejor sin mí,Regional Mexicano,N
Espero que lo entiendas,Regional Mexicano,S
Me encanta tú mirar,Regional Mexicano,P
Pero es mejor sin vendas,Regional Mexicano,N
Yo no soy el hombre que tu quieres,Regional Mexicano,N
Mi problema es bello y son mujeres,Regional Mexicano,N
Te irá mejor sin mi,Regional Mexicano,N
Te irá mejor sin mí,Regional Mexicano,N
"No he podido, uo oh oh oh",Regional Mexicano,S
Conseguir que tu te fijes en mi,Regional Mexicano,P
He esforzado casi todo,Regional Mexicano,P
Pero tu no quieres nada de mi,Regional Mexicano,N
Ni siquiera debo soñar,Regional Mexicano,N
En que tu me pudieras amar,Regional Mexicano,N
"Ya lo se, ya lo se",Regional Mexicano,S
Que te debo olvidar!,Regional Mexicano,N
Pero como te olvido si cada,Regional Mexicano,N
"Dia, te quiero mas y mas y mas",Regional Mexicano,P
"Solo, solo me queda esperar",Regional Mexicano,S
Tal vez alguin dia tu necesitas,Regional Mexicano,N
Y entonces,Regional Mexicano,S
Ahi estare yo,Regional Mexicano,P
La conocí en la plaza,Regional Mexicano,S
Ayer por la mañana,Regional Mexicano,S
Yo vendo recuerditos,Regional Mexicano,S
Para las parejas que por allí van,Regional Mexicano,P
Era como una diosa,Regional Mexicano,P
Y yo tan poca cosa,Regional Mexicano,N
Qué se puede esperar de alguien que se conforma,Regional Mexicano,N
Con lo que le dan,Regional Mexicano,S
Pidió una medallita,Regional Mexicano,P
Con el signo de Libra,Regional Mexicano,S
Y yo queriendo que ella se fijara en mí,Regional Mexicano,P
Pues se la regalé,Regional Mexicano,P
"""Se ve bien en su pecho""",Regional Mexicano,P
Le dije sin derecho,Regional Mexicano,S
Porque se fue enojada y no me dijo nada,Regional Mexicano,N
Creo que la regué,Regional Mexicano,N
Era del signo Libra,Regional Mexicano,S
La yo quise ayer,Regional Mexicano,S
Era del signo Libra,Regional Mexicano,S
Es lo único que sé,Regional Mexicano,S
Y si cualquiera sin querer la mira,Regional Mexicano,S
Díganle que ayer yo me quede llorando,Regional Mexicano,N
Pues entre la basura,Regional Mexicano,N
La medalla miré,Regional Mexicano,S
No,Regional Mexicano,S
Estoy arrepentido,Regional Mexicano,N
De haberla confundido,Regional Mexicano,N
Porque le di un regalo,Regional Mexicano,P
Que aunque no lo quiera,Regional Mexicano,N
Fantasía es,Regional Mexicano,S
Hizo bien en tirarlo,Regional Mexicano,N
Se va a manchar su pecho,Regional Mexicano,N
El mío ya esta desecho,Regional Mexicano,N
Y entre más me acuerde,Regional Mexicano,S
Más me va a doler,Regional Mexicano,N
Era del signo Libra,Regional Mexicano,S
La yo quise ayer,Regional Mexicano,S
Era del signo Libra,Regional Mexicano,S
Es lo único que sé,Regional Mexicano,S
Y si cualquiera sin querer la mira,Regional Mexicano,S
Díganle que ayer yo me quede llorando,Regional Mexicano,N
Pues entre la basura,Regional Mexicano,N
La medalla miré,Regional Mexicano,S
Era del signo Libra,Regional Mexicano,S
La yo quise ayer,Regional Mexicano,S
Era del signo Libra,Regional Mexicano,S
Es lo único que sé,Regional Mexicano,S
Y si cualquiera sin querer la mira,Regional Mexicano,S
Por las cosas de la edad,Regional Mexicano,S
Por dudar de mi verdad te fuiste ayer,Regional Mexicano,N
Dejaste mis brazos un amanecer,Regional Mexicano,N
Ahora cuentan por ahí,Regional Mexicano,S
Que cambiaste hasta tu forma de vestir,Regional Mexicano,S
Que a alguien adornas con tu sonrisa,Regional Mexicano,P
Ya no me mandes decir que no me quieres perder,Regional Mexicano,N
Ahora ya es muy tarde si quieres volverme a ver,Regional Mexicano,N
Invéntame y oblígale a que te ame como yo,Regional Mexicano,N
Construye con sus años mi existir,Regional Mexicano,N
Hazle sentir lo que en mi te gustó,Regional Mexicano,N
"Invéntame y dale, como a mi, un beso a él",Regional Mexicano,N
A ver si se te eriza igual la piel,Regional Mexicano,S
"Invéntame, inventa lo que un día pudimos ser",Regional Mexicano,N
Ya no me mandas decir que no me quieres perder,Regional Mexicano,N
Ahora ya es muy tarde si quieres volverme a ver,Regional Mexicano,N
Invéntame y oblígale a que te ame como yo,Regional Mexicano,N
Construye con sus años mi existir,Regional Mexicano,N
Hazle sentir lo que en mi te gustó,Regional Mexicano,N
"Invéntame y dale, como a mi, un beso a él",Regional Mexicano,N
A ver si se te eriza igual la piel,Regional Mexicano,S
"Invéntame, inventa lo que un día pudimos ser",Regional Mexicano,N
"Invéntame, inventa lo que un día pudimos ser",Regional Mexicano,N
"Madrugada es, intento estudiar",Regional Mexicano,S
Porque mañana presento mi examen final,Regional Mexicano,S
"No puedo concentrarme, no se me queda nada",Regional Mexicano,N
Solo tu imagen hermosa mi pensamiento acapara,Regional Mexicano,P
"Libros tontos, como quieren que",Regional Mexicano,N
Sus letras entren en mi mente,Regional Mexicano,S
Si mi mente esta cansada,Regional Mexicano,N
De tanto quererte de quererte,Regional Mexicano,P
"Libros tontos, como quieren que",Regional Mexicano,S
Sus letras entren en mi mente,Regional Mexicano,N
Se muy bien que por su culpa perdere el semestre,Regional Mexicano,N
"Pero la quiero, la quiero, perdonenme",Regional Mexicano,P
"Es de dia y yo, no logre estudiar",Regional Mexicano,N
Se me fue la noche entera en ella pensar,Regional Mexicano,P
"Pero tengo la esperanza, de mirarla hoy en la clase",Regional Mexicano,P
"De abrazarla y de besarla, aunque el examen, no pase",Regional Mexicano,P
"Libros tontos, como quieren que",Regional Mexicano,N
Sus letras entren en mi mente,Regional Mexicano,S
Si mi mente esta cansada,Regional Mexicano,N
De tanto quererte de quererte,Regional Mexicano,P
"El, que te dice cosas hermosas",Regional Mexicano,P
Y en unas veces te da una rosa,Regional Mexicano,P
Cuidando el detalle de no hacerlo rutina,Regional Mexicano,P
"El,que cada dia aumenta su ternura",Regional Mexicano,P
Haciendote sentir segura,Regional Mexicano,P
De ser el hombre que siempre esperaste amar,Regional Mexicano,P
Porque el,Regional Mexicano,S
Que te trata como siempre soñaste,Regional Mexicano,P
A quien todo ya le confiaste,Regional Mexicano,P
Solamente es mi reflejo,Regional Mexicano,S
Porque el,Regional Mexicano,S
Solamente a conquistado tus ojos,Regional Mexicano,P
Mientras yo casi me vuelvo loco,Regional Mexicano,N
Porque halle en tu corazon,Regional Mexicano,S
El soy yo,Regional Mexicano,S
El que te escribe canciones soy yo,Regional Mexicano,P
Cada palabra o detalle que te hace temblar,Regional Mexicano,P
No es mas que el sentir,Regional Mexicano,S
De mi corazon que te ama de verdad,Regional Mexicano,P
El soy yo,Regional Mexicano,S
Quien te a tocado el alma soy yo,Regional Mexicano,P
Porque el ignorando lo que siento por ti,Regional Mexicano,N
A diaro me pregunta,Regional Mexicano,S
Que es lo que haria yo para hacerte feliz,Regional Mexicano,P
Y yo te hago feliz,Regional Mexicano,P
Porque el,Regional Mexicano,S
No hace mas que romper el silencio,Regional Mexicano,P
De este amor que por ti estoy sintiendo,Regional Mexicano,P
